,TOKEN,POS
12390,而,CCONJ
12391,不,ADV
12392,畏,VERB
12393,也,PART
12394,狎,VERB
12395,大,VERB
12396,人,NOUN
12397,侮,VERB
12398,聖,NOUN
12399,人,NOUN
12400,之,SCONJ
12401,言,NOUN
12402,孔子,PROPN
12403,曰,VERB
12404,生,VERB
12405,而,CCONJ
12406,知,VERB
12407,之,PRON
12408,者,PART
12409,上,NOUN
12410,也,PART
12411,學,VERB
12412,而,CCONJ
12413,知,VERB
12414,之,PRON
12415,者,PART
12416,次,NOUN
12417,也,PART
12418,困,VERB
12419,而,CCONJ
12420,學,VERB
12421,之,PRON
12422,又,ADV
12423,其,PRON
12424,次,NOUN
12425,也,PART
12426,困,VERB
12427,而,CCONJ
12428,不,ADV
12429,學,VERB
12430,民,NOUN
12431,斯,ADV
12432,為,AUX
12433,下,NOUN
12434,矣,PART
12435,孔子,PROPN
12436,曰,VERB
12437,君子,NOUN
12438,有,VERB
12439,九,NUM
12440,思,VERB
12441,視,VERB
12442,思,VERB
12443,明,VERB
12444,聽,VERB
12445,思,VERB
12446,聰,VERB
12447,色,NOUN
12448,思,VERB
12449,溫,VERB
12450,貌,NOUN
12451,思,VERB
12452,恭,VERB
12453,言,VERB
12454,思,VERB
12455,忠,NOUN
12456,事,NOUN
12457,思,VERB
12458,敬,VERB
12459,疑,VERB
12460,思,VERB
12461,問,VERB
12462,忿,NOUN
12463,思,VERB
12464,難,ADV
12465,見,VERB
12466,得,VERB
12467,思,VERB
12468,義,NOUN
12469,孔子,PROPN
12470,曰,VERB
12471,見,VERB
12472,善,NOUN
12473,如,VERB
12474,不,ADV
12475,及,VERB
12476,見,VERB
12477,不,ADV
12478,善,VERB
12479,而,CCONJ
12480,探,VERB
12481,湯,PROPN
12482,吾,PRON
12483,見,VERB
12484,其,PRON
12485,人,NOUN
12486,矣,PART
12487,吾,PRON
12488,聞,VERB
12489,其,PRON
12490,語,NOUN
12491,矣,PART
12492,隱,ADV
12493,居,VERB
12494,以,ADV
12495,求,VERB
12496,其,PRON
12497,志,NOUN
12498,行,VERB
12499,義,NOUN
12500,以,ADV
12501,達,VERB
12502,其,PRON
12503,道,NOUN
12504,吾,PRON
12505,聞,VERB
12506,其,PRON
12507,語,NOUN
12508,矣,PART
12509,未,ADV
12510,見,VERB
12511,其,PRON
12512,人,NOUN
12513,也,PART
12514,齊,PROPN
12515,景,PROPN
12516,公,NOUN
12517,有,VERB
12518,馬,NOUN
12519,千,NUM
12520,駟,NOUN
12521,死,VERB
12522,之,SCONJ
12523,日,NOUN
12524,民,NOUN
12525,無,VERB
12526,德,NOUN
12527,而,CCONJ
12528,稱,VERB
12529,焉,PART
12530,伯夷,PROPN
12531,叔齊,PROPN
12532,餓,VERB
12533,於,ADP
12534,首陽,PROPN
12535,之,SCONJ
12536,下,NOUN
12537,民,NOUN
12538,到,VERB
12539,于,ADP
12540,今,NOUN
12541,稱,VERB
12542,之,PRON
12543,其,PRON
12544,斯,PRON
12545,之,PRON
12546,謂,VERB
12547,與,PART
12548,陳,PROPN
12549,亢,PROPN
12550,問,VERB
12551,於,ADP
12552,伯魚,PROPN
12553,曰,VERB
12554,子,PRON
12555,亦,ADV
12556,有,VERB
12557,異,ADV
12558,聞,VERB
12559,乎,PART
12560,對,ADV
12561,曰,VERB
12562,未,ADV
12563,也,PART
12564,嘗,ADV
12565,獨,ADV
12566,立,VERB
12567,鯉,PROPN
12568,趨,VERB
12569,而,CCONJ
12570,過,VERB
12571,庭,NOUN
12572,曰,VERB
12573,學,VERB
12574,詩,NOUN
12575,乎,PART
12576,對,ADV
12577,曰,VERB
12578,未,ADV
12579,也,PART
12580,不,ADV
12581,學,VERB
12582,詩,NOUN
12583,無,VERB
12584,以,ADV
12585,言,VERB
12586,鯉,PROPN
12587,退,VERB
12588,而,CCONJ
12589,學,VERB
12590,詩,NOUN
12591,他,PRON
12592,日,NOUN
12593,又,ADV
12594,獨,ADV
12595,立,VERB
12596,鯉,PROPN
12597,趨,VERB
12598,而,CCONJ
12599,過,VERB
12600,庭,NOUN
12601,曰,VERB
12602,學,VERB
12603,禮,NOUN
12604,乎,PART
12605,對,ADV
12606,曰,VERB
12607,未,ADV
12608,也,PART
12609,不,ADV
12610,學,VERB
12611,禮,NOUN
12612,無,VERB
12613,以,ADV
12614,立,VERB
12615,鯉,PROPN
12616,退,VERB
12617,而,CCONJ
12618,學,VERB
12619,禮,NOUN
12620,聞,VERB
12621,斯,PRON
12622,二,NUM
12623,者,PART
12624,陳,PROPN
12625,亢,PROPN
12626,退,VERB
12627,而,CCONJ
12628,喜,VERB
12629,曰,VERB
12630,問,VERB
12631,一,NUM
12632,得,VERB
12633,三,NUM
12634,聞,VERB
12635,詩,NOUN
12636,聞,VERB
12637,禮,NOUN
12638,又,ADV
12639,聞,VERB
12640,君子,NOUN
12641,遠,VERB
12642,其,PRON
12643,子,NOUN
12644,也,PART
12645,邦,NOUN
12646,君子,NOUN
12647,之,SCONJ
12648,妻,NOUN
12649,君,NOUN
12650,稱,VERB
12651,之,PRON
12652,曰,VERB
12653,夫,NOUN
12654,人,NOUN
12655,夫,NOUN
12656,人,NOUN
12657,自,PRON
12658,稱,VERB
12659,小,VERB
12660,童,NOUN
12661,邦,NOUN
12662,人,NOUN
12663,稱,VERB
12664,之,PRON
12665,曰,VERB
12666,君,NOUN
12667,夫,NOUN
12668,人,NOUN
12669,稱,VERB
12670,諸,PRON
12671,異,VERB
12672,邦,NOUN
12673,曰,VERB
12674,寡,VERB
12675,小,VERB
12676,君,NOUN
12677,異,VERB
12678,邦,NOUN
12679,人,NOUN
12680,稱,VERB
12681,之,PRON
12682,亦,ADV
12683,曰,VERB
12684,君,NOUN
12685,夫,NOUN
12686,人,NOUN
12687,陽,PROPN
12688,貨,PROPN
12689,第,NOUN
12690,十七,NUM
12691,陽,PROPN
12692,貨,PROPN
12693,欲,AUX
12694,見,VERB
12695,孔子,PROPN
12696,孔子,PROPN
12697,不,ADV
12698,見,AUX
12699,歸,VERB
12700,孔子,PROPN
12701,豚,NOUN
12702,孔子,PROPN
12703,時,NOUN
12704,其,PRON
12705,亡,VERB
12706,也,PART
12707,而,CCONJ
12708,往,VERB
12709,拜,VERB
12710,之,PRON
12711,遇,VERB
12712,諸,NOUN
12713,塗,NOUN
12714,謂,VERB
12715,孔子,PROPN
12716,曰,VERB
12717,來,VERB
12718,予,PRON
12719,與,ADP
12720,爾,PRON
12721,言,VERB
12722,曰,VERB
12723,懷,VERB
12724,其,PRON
12725,寶,NOUN
12726,而,CCONJ
12727,迷,VERB
12728,其,PRON
12729,邦,NOUN
12730,可,AUX
12731,謂,VERB
12732,仁,NOUN
12733,乎,PART
12734,曰,VERB
12735,不,ADV
12736,可,AUX
12737,好,VERB
12738,從,VERB
12739,事,NOUN
12740,而,CCONJ
12741,亟,ADV
12742,失,VERB
12743,時,NOUN
12744,可,AUX
12745,謂,VERB
12746,知,VERB
12747,乎,PART
12748,曰,VERB
12749,不,ADV
12750,可,AUX
12751,日,NOUN
12752,月,NOUN
12753,逝,VERB
12754,矣,PART
12755,歲,NOUN
12756,不,ADV
12757,我,PRON
12758,與,VERB
12759,孔子,PROPN
12760,曰,VERB
12761,諾,VERB
12762,吾,PRON
12763,將,ADV
12764,仕,VERB
12765,矣,PART
12766,子,NOUN
12767,曰,VERB
12768,性,NOUN
12769,相,ADV
12770,近,VERB
12771,也,PART
12772,習,VERB
12773,相,ADV
12774,遠,VERB
12775,也,PART
12776,子,NOUN
12777,曰,VERB
12778,唯,ADV
12779,上,NOUN
12780,知,VERB
12781,與,ADP
12782,下,NOUN
12783,愚,VERB
12784,不,ADV
12785,移,VERB
12786,子,PRON
12787,之,SCONJ
12788,武,VERB
12789,城,NOUN
12790,聞,VERB
12791,弦,NOUN
12792,歌,NOUN
12793,之,SCONJ
12794,聲,NOUN
12795,夫子,NOUN
12796,莞,VERB
12797,爾,PART
12798,而,CCONJ
12799,笑,VERB
12800,曰,VERB
12801,割,VERB
12802,雞,NOUN
12803,焉,ADV
12804,用,VERB
12805,牛,NOUN
12806,刀,NOUN
12807,子游,PROPN
12808,對,ADV
12809,曰,VERB
12810,昔,NOUN
12811,者,PART
12812,偃,PROPN
12813,也,PART
12814,聞,VERB
12815,諸,PRON
12816,夫子,NOUN
12817,曰,VERB
12818,君子,NOUN
12819,學,VERB
12820,道,NOUN
12821,則,ADV
12822,愛,VERB
12823,人,NOUN
12824,小,VERB
12825,人,NOUN
12826,學,VERB
12827,道,NOUN
12828,則,ADV
12829,易,VERB
12830,使,VERB
12831,也,PART
12832,子,NOUN
12833,曰,VERB
12834,二,NUM
12835,三,NUM
12836,子,NOUN
12837,偃,PROPN
12838,之,SCONJ
12839,言,NOUN
12840,是,PRON
12841,也,PART
12842,前,NOUN
12843,言,NOUN
12844,戲,VERB
12845,之,PRON
12846,耳,PART
12847,公山,PROPN
12848,弗,ADV
12849,擾,VERB
12850,以,VERB
12851,費,VERB
12852,畔,VERB
12853,召,VERB
12854,子,NOUN
12855,欲,AUX
12856,往,VERB
12857,子路,PROPN
12858,不,ADV
12859,說,VERB
12860,曰,VERB
12861,末,VERB
12862,之,PRON
12863,也,PART
12864,已,PART
12865,何,ADV
12866,必,ADV
12867,公,NOUN
12868,山,NOUN
12869,民,NOUN
12870,之,VERB
12871,之,PRON
12872,也,PART
12873,子,NOUN
12874,曰,VERB
12875,未,ADV
12876,召,VERB
12877,我,PRON
12878,者,PART
12879,而,CCONJ
12880,豈,ADV
12881,走,VERB
12882,哉,PART
12883,如,ADV
12884,有,VERB
12885,用,VERB
12886,我,PRON
12887,者,PART
12888,吾,PRON
12889,其,PART
12890,為,AUX
12891,東,NOUN
12892,周,PROPN
12893,乎,PART
12894,子張,PROPN
12895,問,VERB
12896,仁,NOUN
12897,於,ADP
12898,孔子,PROPN
12899,孔子,PROPN
12900,曰,VERB
12901,能,AUX
12902,行,VERB
12903,五,NUM
12904,者,PART
12905,於,ADP
12906,天,NOUN
12907,下,NOUN
12908,為,VERB
12909,仁,NOUN
12910,矣,PART
12911,請,VERB
12912,問,VERB
12913,之,PRON
12914,曰,VERB
12915,恭,VERB
12916,寬,VERB
12917,信,VERB
12918,敏,VERB
12919,惠,VERB
12920,恭,ADV
12921,則,ADV
12922,不,ADV
12923,侮,VERB
12924,寬,ADV
12925,則,ADV
12926,得,VERB
12927,眾,NOUN
12928,信,NOUN
12929,則,ADV
12930,人,NOUN
12931,任,VERB
12932,焉,PART
12933,敏,ADV
12934,則,ADV
12935,有,VERB
12936,功,NOUN
12937,惠,NOUN
12938,則,ADV
12939,足,AUX
12940,以,ADV
12941,使,VERB
12942,人,NOUN
12943,佛肸,PROPN
12944,召,VERB
12945,子,NOUN
12946,欲,AUX
12947,往,VERB
12948,子路,PROPN
12949,曰,VERB
12950,昔,NOUN
12951,者,PART
12952,由,PROPN
12953,也,PART
12954,聞,VERB
12955,諸,PRON
12956,夫子,NOUN
12957,曰,VERB
12958,親,VERB
12959,於,ADP
12960,其,PRON
12961,身,NOUN
12962,為,VERB
12963,不,ADV
12964,善,VERB
12965,者,PART
12966,君子,NOUN
12967,不,ADV
12968,入,VERB
12969,也,PART
12970,佛肸,PROPN
12971,以,VERB
12972,中牟,PROPN
12973,畔,VERB
12974,子,NOUN
12975,之,SCONJ
12976,往,VERB
12977,也,PART
12978,如,VERB
12979,之,PRON
12980,何,PRON
12981,子,NOUN
12982,曰,VERB
12983,然,ADV
12984,有,VERB
12985,是,PRON
12986,言,NOUN
12987,也,PART
12988,不,ADV
12989,曰,VERB
12990,堅,VERB
12991,乎,PART
12992,磨,VERB
12993,而,CCONJ
12994,不,ADV
12995,磷,VERB
12996,不,ADV
12997,曰,VERB
12998,白,NOUN
12999,乎,PART
13000,涅,VERB
13001,而,CCONJ
13002,不,ADV
13003,緇,VERB
13004,吾,PRON
13005,豈,ADV
13006,匏,NOUN
13007,瓜,NOUN
13008,也,PART
13009,哉,PART
13010,焉,ADV
13011,能,AUX
13012,繫,VERB
13013,而,CCONJ
13014,不,ADV
13015,食,VERB
13016,子,NOUN
13017,曰,VERB
13018,由,PROPN
13019,也,PART
13020,女,PRON
13021,聞,VERB
13022,六,NUM
13023,言,NOUN
13024,六,NUM
13025,蔽,VERB
13026,矣,PART
13027,乎,PART
13028,對,ADV
13029,曰,VERB
13030,未,ADV
13031,也,PART
13032,居,VERB
13033,吾,PRON
13034,語,NOUN
13035,女,NOUN
13036,好,VERB
13037,仁,NOUN
13038,不,ADV
13039,好,VERB
13040,學,NOUN
13041,其,PRON
13042,蔽,VERB
13043,也,PART
13044,愚,VERB
13045,好,VERB
13046,知,VERB
13047,不,ADV
13048,好,VERB
13049,學,NOUN
13050,其,PRON
13051,蔽,VERB
13052,也,PART
13053,蕩,VERB
13054,好,VERB
13055,信,NOUN
13056,不,ADV
13057,好,VERB
13058,學,NOUN
13059,其,PRON
13060,蔽,VERB
13061,也,PART
13062,賊,VERB
13063,好,VERB
13064,直,VERB
13065,不,ADV
13066,好,VERB
13067,學,NOUN
13068,其,PRON
13069,蔽,VERB
13070,也,PART
13071,絞,VERB
13072,好,VERB
13073,勇,NOUN
13074,不,ADV
13075,好,VERB
13076,學,NOUN
13077,其,PRON
13078,蔽,VERB
13079,也,PART
13080,亂,VERB
13081,好,VERB
13082,剛,VERB
13083,不,ADV
13084,好,VERB
13085,學,NOUN
13086,其,PRON
13087,蔽,VERB
13088,也,PART
13089,狂,VERB
13090,子,NOUN
13091,曰,VERB
13092,小子,NOUN
13093,何,ADV
13094,莫,ADV
13095,學,VERB
13096,夫,PRON
13097,詩,NOUN
13098,詩,NOUN
13099,可,AUX
13100,以,VERB
13101,興,VERB
13102,可,AUX
13103,以,VERB
13104,觀,VERB
13105,可,AUX
13106,以,VERB
13107,群,ADV
13108,可,AUX
13109,以,VERB
13110,怨,VERB
13111,邇,VERB
13112,之,SCONJ
13113,事,NOUN
13114,父,NOUN
13115,遠,VERB
13116,之,SCONJ
13117,事,NOUN
13118,君,NOUN
13119,多,ADV
13120,識,VERB
13121,於,ADP
13122,鳥,NOUN
13123,獸,NOUN
13124,草,NOUN
13125,木,NOUN
13126,之,SCONJ
13127,名,NOUN
13128,子,NOUN
13129,謂,VERB
13130,伯魚,PROPN
13131,曰,VERB
13132,女,PRON
13133,為,ADP
13134,周,PROPN
13135,南,NOUN
13136,召,VERB
13137,南,NOUN
13138,矣,PART
13139,乎,PART
13140,人,NOUN
13141,而,CCONJ
13142,不,ADV
13143,為,ADP
13144,周,PROPN
13145,南,NOUN
13146,召,VERB
13147,南,NOUN
13148,其,PRON
13149,猶,ADV
13150,正,VERB
13151,牆,NOUN
13152,面,VERB
13153,而,CCONJ
13154,立,VERB
13155,也,PART
13156,與,PART
13157,子,NOUN
13158,曰,VERB
13159,禮,NOUN
13160,云,VERB
13161,禮,NOUN
13162,云,VERB
13163,玉,NOUN
13164,帛,NOUN
13165,云,VERB
13166,乎,PART
13167,哉,PART
13168,樂,NOUN
13169,云,VERB
13170,樂,NOUN
13171,云,VERB
13172,鍾,NOUN
13173,鼓,NOUN
13174,云,VERB
13175,乎,PART
13176,哉,PART
13177,子,NOUN
13178,曰,VERB
13179,色,NOUN
13180,厲,VERB
13181,而,CCONJ
13182,內,NOUN
13183,荏,VERB
13184,譬,VERB
13185,諸,PRON
13186,小,VERB
13187,人,NOUN
13188,其,PRON
13189,猶,VERB
13190,穿,VERB
13191,窬,NOUN
13192,之,SCONJ
13193,盜,NOUN
13194,也,PART
13195,與,PART
13196,子,NOUN
13197,曰,VERB
13198,鄉,NOUN
13199,原,NOUN
13200,德,NOUN
13201,之,SCONJ
13202,賊,NOUN
13203,也,PART
13204,子,NOUN
13205,曰,VERB
13206,道,NOUN
13207,聽,VERB
13208,而,CCONJ
13209,塗,NOUN
13210,說,VERB
13211,德,NOUN
13212,之,SCONJ
13213,棄,VERB
13214,也,PART
13215,子,NOUN
13216,曰,VERB
13217,鄙,VERB
13218,夫,NOUN
13219,可,AUX
13220,與,ADV
13221,事,VERB
13222,君,NOUN
13223,也,PART
13224,與,VERB
13225,哉,PART
13226,其,PRON
13227,未,ADV
13228,得,VERB
13229,之,PRON
13230,也,PART
13231,患,NOUN
13232,得,VERB
13233,之,PRON
13234,既,ADV
13235,得,VERB
13236,之,PRON
13237,患,NOUN
13238,失,VERB
13239,之,PRON
13240,苟,ADV
13241,患,VERB
13242,失,VERB
13243,之,PRON
13244,無,VERB
13245,所,PART
13246,不,ADV
13247,至,VERB
13248,矣,PART
13249,子,NOUN
13250,曰,VERB
13251,古,NOUN
13252,者,PART
13253,民,NOUN
13254,有,VERB
13255,三,NUM
13256,疾,NOUN
13257,今,NOUN
13258,也,PART
13259,或,PRON
13260,是,PRON
13261,之,SCONJ
13262,亡,VERB
13263,也,PART
13264,古,NOUN
13265,之,SCONJ
13266,狂,VERB
13267,也,PART
13268,肆,VERB
13269,今,NOUN
13270,之,SCONJ
13271,狂,VERB
13272,也,PART
13273,蕩,VERB
13274,古,NOUN
13275,之,SCONJ
13276,矜,VERB
13277,也,PART
13278,廉,VERB
13279,今,NOUN
13280,之,SCONJ
13281,矜,VERB
13282,也,PART
13283,忿,VERB
13284,戾,VERB
13285,古,NOUN
13286,之,SCONJ
13287,愚,VERB
13288,也,PART
13289,直,VERB
13290,今,NOUN
13291,之,SCONJ
13292,愚,VERB
13293,也,PART
13294,詐,VERB
13295,而,PART
13296,已,PART
13297,矣,PART
13298,子,NOUN
13299,曰,VERB
13300,攷,VERB
13301,言,NOUN
13302,令,VERB
13303,色,NOUN
13304,詳,VERB
13305,矣,PART
13306,仁,NOUN
13307,子,NOUN
13308,曰,VERB
13309,惡,VERB
13310,紫,NOUN
13311,之,SCONJ
13312,奪,VERB
13313,朱,NOUN
13314,也,PART
13315,惡,VERB
13316,鄭,PROPN
13317,聲,NOUN
13318,之,SCONJ
13319,亂,VERB
13320,雅,NOUN
13321,樂,NOUN
13322,也,PART
13323,惡,VERB
13324,利,NOUN
13325,口,NOUN
13326,之,SCONJ
13327,覆,VERB
13328,邦,NOUN
13329,家,NOUN
13330,者,PART
13331,子,NOUN
13332,曰,VERB
13333,予,PRON
13334,欲,AUX
13335,無,VERB
13336,言,NOUN
13337,子貢,PROPN
13338,曰,VERB
13339,子,PRON
13340,如,ADV
13341,不,ADV
13342,言,VERB
13343,則,ADV
13344,小子,NOUN
13345,何,ADV
13346,述,VERB
13347,焉,PART
13348,子,NOUN
13349,曰,VERB
13350,天,NOUN
13351,何,PRON
13352,言,VERB
13353,哉,PART
13354,四,NUM
13355,時,NOUN
13356,行,VERB
13357,焉,PART
13358,百,NUM
13359,物,NOUN
13360,生,VERB
13361,焉,PART
13362,天,NOUN
13363,何,PRON
13364,言,VERB
13365,哉,PART
13366,孺悲,PROPN
13367,欲,AUX
13368,見,VERB
13369,孔子,PROPN
13370,孔子,PROPN
13371,辭,VERB
13372,以,VERB
13373,疾,NOUN
13374,將,VERB
13375,命,NOUN
13376,者,PART
13377,出,VERB
13378,戶,NOUN
13379,取,VERB
13380,瑟,NOUN
13381,而,CCONJ
13382,歌,VERB
13383,使,VERB
13384,之,PRON
13385,聞,VERB
13386,之,PRON
13387,宰,PROPN
13388,我,PROPN
13389,問,VERB
13390,三,NUM
13391,年,NOUN
13392,之,SCONJ
13393,喪,NOUN
13394,期,NOUN
13395,已,ADV
13396,久,VERB
13397,矣,PART
13398,君子,NOUN
13399,三,NUM
13400,年,NOUN
13401,為,VERB
13402,禮,NOUN
13403,禮,NOUN
13404,必,ADV
13405,壞,VERB
13406,三,NUM
13407,年,NOUN
13408,不,ADV
13409,為,VERB
13410,樂,NOUN
13411,樂,NOUN
13412,必,ADV
13413,崩,VERB
13414,舊,VERB
13415,穀,NOUN
13416,既,ADV
13417,沒,VERB
13418,新,VERB
13419,穀,NOUN
13420,既,ADV
13421,升,VERB
13422,鑽,VERB
13423,燧,NOUN
13424,改,VERB
13425,火,NOUN
13426,期,NOUN
13427,可,AUX
13428,已,VERB
13429,矣,PART
13430,子,NOUN
13431,曰,VERB
13432,食,VERB
13433,夫,NOUN
13434,稻,NOUN
13435,衣,NOUN
13436,夫,PART
13437,錦,NOUN
13438,於,ADP
13439,女,PRON
13440,安,VERB
13441,乎,PART
13442,曰,VERB
13443,安,VERB
13444,女,NOUN
13445,安,VERB
13446,則,ADV
13447,為,VERB
13448,之,PRON
13449,夫,PART
13450,君子,NOUN
13451,之,SCONJ
13452,居,VERB
13453,喪,NOUN
13454,食,NOUN
13455,旨,VERB
13456,不,ADV
13457,甘,VERB
13458,聞,VERB
13459,樂,NOUN
13460,不,ADV
13461,樂,VERB
13462,居,VERB
13463,處,VERB
13464,不,ADV
13465,安,VERB
13466,故,ADV
13467,不,ADV
13468,為,VERB
13469,也,PART
13470,今,NOUN
13471,女,PRON
13472,安,VERB
13473,則,ADV
13474,為,ADP
13475,之,PRON
13476,宰,PROPN
13477,我,PRON
13478,出,VERB
13479,子,NOUN
13480,曰,VERB
13481,予,PRON
13482,之,SCONJ
13483,不,ADV
13484,仁,VERB
13485,也,PART
13486,子,NOUN
13487,生,VERB
13488,三,NUM
13489,年,NOUN
13490,然,ADV
13491,後,NOUN
13492,免,VERB
13493,於,ADP
13494,父,NOUN
13495,母,NOUN
13496,之,SCONJ
13497,懷,VERB
13498,夫,PART
13499,三,NUM
13500,年,NOUN
13501,之,SCONJ
13502,喪,NOUN
13503,天,NOUN
13504,下,NOUN
13505,之,SCONJ
13506,通,VERB
13507,喪,NOUN
13508,也,PART
13509,予,PRON
13510,也,PART
13511,有,VERB
13512,三,NUM
13513,年,NOUN
13514,之,SCONJ
13515,愛,VERB
13516,於,ADP
13517,其,PRON
13518,父,NOUN
13519,母,NOUN
13520,乎,PART
13521,子,NOUN
13522,曰,VERB
13523,飽,VERB
13524,食,NOUN
13525,終,VERB
13526,日,NOUN
13527,無,VERB
13528,所,PART
13529,用,VERB
13530,心,NOUN
13531,難,VERB
13532,矣,PART
13533,哉,PART
13534,不,ADV
13535,有,VERB
13536,博,VERB
13537,弈,NOUN
13538,者,PART
13539,乎,PART
13540,為,VERB
13541,之,PRON
13542,猶,VERB
13543,賢,VERB
13544,乎,PART
13545,已,PART
13546,子路,PROPN
13547,曰,VERB
13548,君子,NOUN
13549,尚,VERB
13550,勇,NOUN
13551,乎,PART
13552,子,NOUN
13553,曰,VERB
13554,君子,NOUN
13555,義,NOUN
13556,以,ADV
13557,為,VERB
13558,上,NOUN
13559,君子,NOUN
13560,有,VERB
13561,勇,NOUN
13562,而,CCONJ
13563,無,VERB
13564,義,NOUN
13565,為,VERB
13566,亂,VERB
13567,小,VERB
13568,人,NOUN
13569,有,VERB
13570,勇,NOUN
13571,而,CCONJ
13572,無,VERB
13573,義,NOUN
13574,為,AUX
13575,盜,NOUN
13576,子貢,PROPN
13577,曰,VERB
13578,君子,NOUN
13579,亦,ADV
13580,有,VERB
13581,惡,VERB
13582,乎,PART
13583,子,NOUN
13584,曰,VERB
13585,有,VERB
13586,惡,VERB
13587,惡,VERB
13588,稱,VERB
13589,人,NOUN
13590,之,SCONJ
13591,惡,NOUN
13592,者,PART
13593,惡,VERB
13594,居,VERB
13595,下,NOUN
13596,流,VERB
13597,而,CCONJ
13598,訕,VERB
13599,上,NOUN
13600,者,PART
13601,惡,VERB
13602,勇,NOUN
13603,而,CCONJ
13604,無,VERB
13605,禮,NOUN
13606,者,PART
13607,惡,VERB
13608,果,VERB
13609,敢,VERB
13610,而,CCONJ
13611,窒,VERB
13612,者,PART
13613,曰,VERB
13614,賜,PROPN
13615,也,PART
13616,亦,ADV
13617,有,VERB
13618,惡,VERB
13619,乎,PART
13620,惡,VERB
13621,徼,VERB
13622,以,ADV
13623,為,VERB
13624,知,VERB
13625,者,PART
13626,惡,VERB
13627,不,ADV
13628,係,VERB
13629,以,ADV
13630,為,VERB
13631,勇,NOUN
13632,者,PART
13633,惡,VERB
13634,訐,VERB
13635,以,ADV
13636,為,VERB
13637,直,VERB
13638,者,PART
13639,子,NOUN
13640,曰,VERB
13641,唯,ADV
13642,女子,NOUN
13643,與,ADP
13644,小,VERB
13645,人,NOUN
13646,為,VERB
13647,難,ADV
13648,養,VERB
13649,也,PART
13650,近,VERB
13651,之,PRON
13652,則,ADV
13653,不,ADV
13654,係,VERB
13655,遠,VERB
13656,之,PRON
13657,則,ADV
13658,怨,VERB
13659,子,NOUN
13660,曰,VERB
13661,年,NOUN
13662,四十,NUM
13663,而,CCONJ
13664,見,VERB
13665,惡,VERB
13666,焉,PART
13667,其,PRON
13668,終,VERB
13669,也,PART
13670,已,PART
13671,微子,PROPN
13672,第,NOUN
13673,十八,NUM
13674,微子,PROPN
13675,去,VERB
13676,之,PRON
13677,箕子,PROPN
13678,為,VERB
13679,之,PRON
13680,奴,NOUN
13681,比干,PROPN
13682,諫,VERB
13683,而,CCONJ
13684,死,VERB
13685,孔子,PROPN
13686,曰,VERB
13687,殷,PROPN
13688,有,VERB
13689,三,NUM
13690,仁,NOUN
13691,焉,PART
13692,柳下,PROPN
13693,惠,PROPN
13694,為,AUX
13695,士,NOUN
13696,師,NOUN
13697,三,NUM
13698,黜,VERB
13699,人,NOUN
13700,曰,VERB
13701,子,PRON
13702,未,ADV
13703,可,AUX
13704,以,VERB
13705,去,VERB
13706,乎,PART
13707,曰,VERB
13708,直,VERB
13709,道,NOUN
13710,而,CCONJ
13711,事,VERB
13712,人,NOUN
13713,焉,PART
13714,往,VERB
13715,而,CCONJ
13716,不,ADV
13717,三,NUM
13718,黜,VERB
13719,枉,VERB
13720,道,NOUN
13721,而,CCONJ
13722,事,VERB
13723,人,NOUN
13724,何,ADV
13725,必,ADV
13726,去,VERB
13727,父,NOUN
13728,母,NOUN
13729,之,SCONJ
13730,邦,NOUN
13731,齊,PROPN
13732,景,PROPN
13733,公,NOUN
13734,待,VERB
13735,孔子,PROPN
13736,曰,VERB
13737,若,VERB
13738,季,PROPN
13739,氏,NOUN
13740,則,ADV
13741,吾,PRON
13742,不,ADV
13743,能,AUX
13744,以,VERB
13745,季,PROPN
13746,孟,PROPN
13747,之,SCONJ
13748,間,NOUN
13749,待,VERB
13750,之,PRON
13751,曰,VERB
13752,吾,PRON
13753,老,VERB
13754,矣,PART
13755,不,ADV
13756,能,AUX
13757,用,VERB
13758,也,PART
13759,孔子,PROPN
13760,行,VERB
13761,齊,PROPN
13762,人,NOUN
13763,歸,VERB
13764,女,PRON
13765,樂,NOUN
13766,季,PROPN
13767,桓子,PROPN
13768,受,VERB
13769,之,PRON
13770,三,NUM
13771,日,NOUN
13772,不,ADV
13773,朝,VERB
13774,孔子,PROPN
13775,行,VERB
13776,楚,PROPN
13777,狂,VERB
13778,接輿,PROPN
13779,歌,VERB
13780,而,CCONJ
13781,過,VERB
13782,孔子,PROPN
13783,曰,VERB
13784,鳳,NOUN
13785,兮,PART
13786,何,ADV
13787,德,NOUN
13788,之,SCONJ
13789,衰,VERB
13790,往,VERB
13791,者,PART
13792,不,ADV
13793,可,AUX
13794,諫,VERB
13795,來,VERB
13796,者,PART
13797,猶,ADV
13798,可,AUX
13799,追,VERB
13800,已,VERB
13801,而,PART
13802,已,PART
13803,而,CCONJ
13804,今,NOUN
13805,之,SCONJ
13806,從,VERB
13807,政,NOUN
13808,者,PART
13809,殆,ADV
13810,而,CCONJ
13811,孔子,PROPN
13812,下,NOUN
13813,欲,AUX
13814,與,ADP
13815,之,PRON
13816,言,VERB
13817,趨,VERB
13818,而,CCONJ
13819,辟,VERB
13820,之,PRON
13821,不,ADV
13822,得,VERB
13823,與,ADP
13824,之,PRON
13825,言,VERB
13826,長,ADV
13827,沮,VERB
13828,桀,PROPN
13829,溺,VERB
13830,耦,VERB
